name,latitude_deg,longitude_deg,country,municipality,iata_code
Kuujjuaq Airport,58.096099853515625,-68.4269027709961,CA,Kuujjuaq,YVP
Norman Wells Airport,65.28160095214844,-126.7979965209961,CA,Norman Wells,YVQ
Vancouver International Airport,49.193901062,-123.183998108,CA,Vancouver,YVR
Wiarton Airport,44.7458,-81.107201,CA,Wiarton,YVV
Petawawa Airport,45.95220184326172,-77.31919860839844,CA,Petawawa,YWA
Winnipeg / James Armstrong Richardson International Airport,49.909999847399995,-97.2398986816,CA,Winnipeg,YWG
Wabush Airport,52.92190170288086,-66.8644027709961,CA,Wabush,YWK
Williams Lake Airport,52.1831016541,-122.054000854,CA,Williams Lake,YWL
Wrigley Airport,63.20940017700195,-123.43699645996094,CA,Wrigley,YWY
Cranbrook/Canadian Rockies International Airport,49.610801696777,-115.78199768066,CA,Cranbrook,YXC
Saskatoon John G. Diefenbaker International Airport,52.170799255371094,-106.6999969482422,CA,Saskatoon,YXE
Medicine Hat Regional Airport,50.018902,-110.721001,CA,Medicine Hat,YXH
Fort St John / North Peace Regional Airport,56.238098,-120.739998,CA,Fort Saint John,YXJ
Rimouski Airport,48.477644,-68.496323,CA,Rimouski,YXK
Sioux Lookout Airport,50.11389923095703,-91.9052963256836,CA,Sioux Lookout,YXL
Beaver Creek Airport,62.410301208496094,-140.86700439453125,CA,Beaver Creek,YXQ
Earlton (Timiskaming Regional) Airport,47.6974006546,-79.8473453522,CA,Earlton,YXR
Prince George Airport,53.884311,-122.666554,CA,Prince George,YXS
Northwest Regional Airport Terrace-Kitimat,54.468498,-128.576009,CA,Terrace,YXT
London Airport,43.035599,-81.1539,CA,London,YXU
Abbotsford International Airport,49.025299,-122.361,CA,Abbotsford,YXX
Whitehorse / Erik Nielsen International Airport,60.709599,-135.067001,CA,Whitehorse,YXY
Wawa Airport,47.96670150756836,-84.78669738769531,CA,Wawa,YXZ
North Bay Jack Garland Airport,46.363602,-79.422798,CA,North Bay,YYB
Calgary International Airport,51.118822,-114.009933,CA,Calgary,YYC
Smithers Airport,54.82469940185547,-127.18299865722656,CA,Smithers,YYD
Fort Nelson Airport,58.8363990784,-122.597000122,CA,Fort Nelson,YYE
Penticton Airport,49.46310043334961,-119.60199737548828,CA,Penticton,YYF
Charlottetown Airport,46.290000915527344,-63.12110137939453,CA,Charlottetown,YYG
Victoria International Airport,48.647201,-123.427792,CA,Victoria,YYJ
Lynn Lake Airport,56.86389923095703,-101.07599639892578,CA,Lynn Lake,YYL
Swift Current Airport,50.291900634799994,-107.691001892,CA,Swift Current,YYN
Churchill Airport,58.739200592041016,-94.06500244140624,CA,Churchill,YYQ
Goose Bay Airport,53.3191986084,-60.4258003235,CA,Goose Bay,YYR
St. John's International Airport,47.618599,-52.7519,CA,St. John's,YYT
Kapuskasing Airport,49.411587,-82.469645,CA,Kapuskasing,YYU
Armstrong Airport,50.29029846191406,-88.90969848632812,CA,Armstrong,YYW
Mont Joli Airport,48.60860061645508,-68.20809936523438,CA,Mont-Joli,YYY
Toronto Lester B. Pearson International Airport,43.6772,-79.6306,CA,Toronto,YYZ
Downsview Airport,43.7425,-79.465599,CA,North York,
Gore Bay Manitoulin Airport,45.8853,-82.567802,CA,Gore Bay,YZE
Yellowknife International Airport,62.462799,-114.440002,CA,Yellowknife,YZF
Slave Lake Airport,55.292945,-114.777276,CA,Slave Lake,YZH
Sandspit Airport,53.25429916379999,-131.813995361,CA,Sandspit,YZP
Chris Hadfield Airport,42.999401,-82.308899,CA,Sarnia,YZR
Coral Harbour Airport,64.1932983398,-83.3593978882,CA,Coral Harbour,YZS
Port Hardy Airport,50.68059921264648,-127.36699676513672,CA,Port Hardy,YZT
Whitecourt Airport,54.143902,-115.787003,CA,Whitecourt,YZU
Sept-Îles Airport,50.22330093383789,-66.2656021118164,CA,Sept-Îles,YZV
Teslin Airport,60.17279815673828,-132.7429962158203,CA,Teslin,YZW
CFB Greenwood,44.98440170288086,-64.91690063476562,CA,Greenwood,YZX
Mackenzie Airport,55.297786,-123.133907,CA,Mackenzie,
Shuswap Regional Airport,50.682802,-119.228996,CA,Salmon Arm,YSN
Boundary Bay Airport,49.0742,-123.012001,CA,Delta,YDT
Bathurst Airport,47.6297,-65.738899,CA,South Tetagouche,ZBF
Bromont (Roland Désourdy) Airport,45.290798,-72.741402,CA,Bromont,ZBM
Kelsey Airport,56.0374984741,-96.5096969604,CA,Kelsey,KES
Faro Airport,62.20750045776367,-133.37600708007812,CA,Faro,ZFA
Grand Forks Airport,49.015598,-118.431,CA,Grand Forks,ZGF
Jenpeg Airport,54.51890182495117,-98.0460968017578,CA,Jenpeg,ZJG
Swan River Airport,52.120602,-101.236,CA,Swan River,ZJN
Thicket Portage Airport,55.31890106201172,-97.70780181884766,CA,Thicket Portage,YTD
Pikwitonei Airport,55.58890151977539,-97.16419982910156,CA,Pikwitonei,PIW
Masset Airport,54.0275,-132.125,CA,Masset,ZMT
Pincher Creek Airport,49.520429,-113.997002,CA,Pincher Creek,WPC
Sandy Lake Airport,53.06420135498047,-93.34439849853516,CA,Sandy Lake,ZSJ
Stewart Airport,55.935410448,-129.982434511,CA,Stewart,ZST
Ignace Municipal Airport,49.428204,-91.720418,CA,Ignace,ZUC
Blida Airport,36.503601,2.81417,DZ,Blida,QLD
Bou Saada Airport,35.3325,4.20639,DZ,Ouled Sidi Brahim,BUJ
Soummam–Abane Ramdane Airport,36.711952,5.069804,DZ,Béjaïa,BJA
Houari Boumediene Airport,36.693886,3.214531,DZ,Algiers,ALG
Djanet Inedbirene Airport,24.292801,9.45244,DZ,Djanet,DJG
Boufarik Air Base,36.545799,2.87611,DZ,Boufarik,
Illizi Takhamalt Airport,26.723499,8.62265,DZ,Illizi,VVZ
Ain Arnat Airport,36.178100585900005,5.3244900703399995,DZ,Sétif,QSF
Aguenar – Hadj Bey Akhamok Airport,22.811501,5.45108,DZ,Tamanrasset,TMR
Jijel Ferhat Abbas Airport,36.795101,5.87361,DZ,Tahir,GJL
Mecheria Airport,33.535900116,-0.242353007197,DZ,Mecheria,MZW
Relizane Airport,35.752955,0.625877,DZ,Relizane,
Annaba Rabah Bitat Airport,36.826781,7.81334,DZ,Annaba,AAE
Mohamed Boudiaf International Airport,36.2760009765625,6.620389938354492,DZ,Constantine,CZL
Cheikh Larbi Tébessi Airport,35.4315986633,8.12071990967,DZ,Tébessi,TEE
Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,DZ,Batna,BLJ
Hassi R'Mel Airport,32.930401,3.31154,DZ,Hassi R'Mel,HRM
Abdelhafid Boussouf Bou Chekif Airport,35.341099,1.46315,DZ,Tiaret,TID
Tindouf Airport,27.7003993988,-8.167099952700001,DZ,Tindouf,TIN
Chlef Aboubakr Belkaid International Airport,36.217166,1.342237,DZ,Chlef,CFK
Oran Tafraoui Airport,35.5424,-0.532278,DZ,Tafraoui,TAF
Zenata – Messali El Hadj Airport,35.013426,-1.457191,DZ,Zenata,TLM
Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.623901,-0.621183,DZ,Es-Sénia,ORN
Béchar Boudghene Ben Ali Lotfi Airport,31.64570045471191,-2.269860029220581,DZ,Béchar,CBH
Ghriss Airport,35.207699,0.147142,DZ,Ghriss,MUW
Touat Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,DZ,Adrar,AZR
Biskra - Mohamed Khider Airport,34.793301,5.73823,DZ,Biskra,BSK
El Golea Airport,30.580732,2.861595,DZ,El Menia,ELG
Noumérat - Moufdi Zakaria Airport,32.384102,3.79411,DZ,El Atteuf,GHA
Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,DZ,Hassi Messaoud,HME
In Salah Airport,27.250999,2.51202,DZ,In Salah,INZ
Touggourt Sidi Madhi Airport,33.067799,6.08867,DZ,Touggourt,TGR
Laghouat - Molay Ahmed Medeghri Airport,33.7644,2.92834,DZ,Laghouat,LOO
Guemar Airport,33.5113983154,6.77679014206,DZ,Guemar,ELU
Timimoun Airport,29.237101,0.276033,DZ,Timimoun,TMX
Ain Beida Airport,31.9172,5.41278,DZ,Ouargla,OGX
Zarzaitine - In Aménas Airport,28.0515,9.64291,DZ,In Aménas,IAM
Cadjehoun Airport,6.357230186462402,2.384350061416626,BJ,Cotonou,COO
Baicheng Chang'an Airport,45.505278,123.019722,CN,Baicheng,DBC
Ouagadougou Airport,12.3532,-1.51242,BF,Ouagadougou,OUA
Bobo Dioulasso Airport,11.160099983215332,-4.33096981048584,BF,Bobo Dioulasso,BOY
Kotoka International Airport,5.605189800262451,-0.1667860001325607,GH,Accra,ACC
Ho Airport,6.579691,0.532547,GH,Ho,
Tamale Airport,9.55718994140625,-0.8632140159606934,GH,Tamale,TML
Kumasi Airport,6.714560031890869,-1.5908199548721311,GH,Kumasi,KMS
Sunyani Airport,7.36183,-2.32876,GH,Sunyani,NYI
Takoradi Airport,4.896059989929199,-1.7747600078582764,GH,Sekondi-Takoradi,TKD
Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,CI,Abidjan,ABJ
Bouaké Airport,7.7388,-5.07367,CI,Bouaké,BYK
Daloa Airport,6.79281,-6.47319,CI,,DJO
Korhogo Airport,9.38718,-5.55666,CI,Korhogo,HGO
Man Airport,7.27207,-7.58736,CI,,MJC
San Pedro Airport,4.74672,-6.66082,CI,,SPY
Yamoussoukro Airport,6.9031701088,-5.36558008194,CI,Yamoussoukro,ASK
Nnamdi Azikiwe International Airport,9.00679,7.26317,NG,Abuja,ABV
Akwa Ibom International Airport,4.8725,8.093,NG,Uyo,QUO
Akure Airport,7.246739864349365,5.3010101318359375,NG,Akure,AKR
Asaba International Airport,6.204167,6.665278,NG,Asaba,ABB
Sir Abubakar Tafawa Balewa International Airport,10.482833,9.744,NG,Bauchi,BCU
Benin Airport,6.316979885101318,5.5995001792907715,NG,Benin,BNI
Bayelsa International Airport,4.95759,6.203327,NG,Yenagoa,
Margaret Ekpo International Airport,4.976019859313965,8.347200393676758,NG,Calabar,CBQ
Akanu Ibiam International Airport,6.474269866943359,7.561960220336914,NG,Enegu,ENU
Gusau Airport,12.1717,6.69611,NG,Gusau,QUS
Ibadan Airport,7.362460136413574,3.97832989692688,NG,Ibadan,IBA
Ilorin International Airport,8.440210342407227,4.493919849395752,NG,Ilorin,ILR
Sam Mbakwe International Airport,5.427060127258301,7.206029891967773,NG,Owerri,QOW
Yakubu Gowon Airport,9.639829635620115,8.869050025939941,NG,Jos,JOS
Kaduna Airport,10.696000099182127,7.320109844207764,NG,Kaduna,KAD
Mallam Aminu International Airport,12.0476,8.52462,NG,Kano,KAN
Maiduguri International Airport,11.855299949645996,13.080900192260742,NG,Maiduguri,MIU
Makurdi Airport,7.70388,8.61394,NG,Makurdi,MDI
Murtala Muhammed International Airport,6.5773701667785645,3.321160078048706,NG,Lagos,LOS
Minna Airport,9.652170181274414,6.462259769439697,NG,Minna,MXJ
Port Harcourt International Airport,5.0154900550842285,6.94959020614624,NG,Port Harcourt,PHC
Sadiq Abubakar III International Airport,12.916299819946287,5.207190036773682,NG,Sokoto,SKO
Yola Airport,9.257550239562988,12.430399894714355,NG,Yola,YOL
Zaria Airport,11.1302,7.68581,NG,Zaria,ZAR
Maradi Airport,13.5025,7.12675,NE,Maradi,MFQ
Diori Hamani International Airport,13.4815,2.18361,NE,Niamey,NIM
Tahoua Airport,14.8757,5.26536,NE,Tahoua,THZ
Mano Dayak International Airport,16.965999603271484,8.000109672546387,NE,Agadez,AJY
Zinder Airport,13.779000282287598,8.983759880065918,NE,Zinder,ZND
Tabarka-Aïn Draham International Airport,36.98,8.87694,TN,Tabarka,TBJ
Monastir Habib Bourguiba International Airport,35.75809860229492,10.75469970703125,TN,Monastir,MIR
Enfidha - Hammamet International Airport,36.075833,10.438611,TN,Enfidha,NBE
Tunis Carthage International Airport,36.851002,10.2272,TN,Tunis,TUN
Bizerte Sidi Ahmed Air Base,37.242356,9.787016,TN,Borj Challouf,
Remada Air Base,32.306198,10.3821,TN,Remada,
Gafsa Ksar International Airport,34.422000885009766,8.822500228881836,TN,Gafsa,GAF
Gabès Matmata International Airport,33.733691,9.91941,TN,Gabès,GAE
Djerba Zarzis International Airport,33.875,10.7755,TN,Mellita,DJE
El Borma Airport,31.7043,9.25462,TN,El Borma,EBM
Sfax Thyna International Airport,34.71799850463867,10.690999984741213,TN,Sfax,SFA
Tozeur Nefta International Airport,33.939701080322266,8.110560417175293,TN,Tozeur,TOE
Niamtougou International Airport,9.767330169677734,1.091249942779541,TG,Niamtougou,LRL
Lomé–Tokoin International Airport,6.16561,1.25451,TG,Lomé,LFW
Amguid Regional Airport,26.393417,5.325419,DZ,Idlès,
Dazhou Jinya Airport,31.048815,107.435646,CN,Dazhou (Dachuan),DZH
Antwerp International Airport (Deurne),51.190667,4.463153,BE,Antwerp,ANR
Beauvechain Air Base,50.758598,4.76833,BE,Beauvechain,
Kleine Brogel Air Base,51.168301,5.47,BE,Kleine Brogel,
Brussels Airport,50.901402,4.48444,BE,Zaventem,BRU
Brussels South Charleroi Airport,50.460982,4.457158,BE,Charleroi,CRL
Chièvres Air Base,50.575801849365234,3.8310000896453857,BE,Chièvres,
Koksijde Air Base,51.090302,2.65278,BE,Koksijde,
Florennes Air Base,50.2433013916,4.64583015442,BE,Florennes,
Flanders International Airport Kortrijk-Wevelgem,50.818878,3.209551,BE,Wevelgem,KJK
Liège Airport,50.638574,5.443897,BE,Grâce-Hollogne,LGG
Oostende-Brugge International Airport,51.1998,2.874673,BE,Oostende,OST
Leipzig–Altenburg Airport,50.981945,12.506389,DE,Nobitz,AOC
Heringsdorf Airport,53.8787,14.1523,DE,Zirchow,HDF
Neubrandenburg Trollenhagen Airport,53.6022,13.306,DE,Trollenhagen,FNB
Rothenburg/Görlitz Airfield,51.363335,14.95,DE,Rothenburg/Oberlausitz,
Berlin Brandenburg Airport,52.362247,13.500672,DE,Berlin,BER
Dresden Airport,51.134123,13.767831,DE,Dresden,DRS
Erfurt-Weimar Airport,50.979801,10.9581,DE,Erfurt,ERF
Frankfurt Airport,50.030241,8.561096,DE,Frankfurt am Main,FRA
Münster Osnabrück Airport,52.134602,7.68483,DE,Greven,FMO
Hamburg Helmut Schmidt Airport,53.630402,9.98823,DE,Hamburg,HAM
Cologne Bonn Airport,50.865898,7.14274,DE,Köln (Cologne),CGN
Düsseldorf Airport,51.289501,6.76678,DE,Düsseldorf,DUS
Munich Airport,48.353802,11.7861,DE,Munich,MUC
Nuremberg Airport,49.498699,11.078056,DE,Nuremberg,NUE
Leipzig/Halle Airport,51.420657,12.232705,DE,Schkeuditz,LEJ
Saarbrücken Airport,49.2145996094,7.10950994492,DE,Saarbrücken,SCN
Stuttgart Airport,48.689899,9.22196,DE,Stuttgart,STR
Hannover Airport,52.461102,9.68508,DE,Hannover,HAJ
Bremen Airport,53.046786,8.78932,DE,Bremen,BRE
Frankfurt-Egelsbach Airport,49.96,8.643043,DE,Egelsbach,
Frankfurt-Hahn Airport,49.9487,7.26389,DE,Frankfurt am Main (Lautzenhausen),HHN
Mannheim-City Airport,49.473057,8.514167,DE,Mannheim,MHG
Mainz-Finthen Airfield,49.967499,8.147222,DE,Mainz,
Eisenach-Kindel Airport,50.991604,10.47973,DE,Hörselberg-Hainich,EIB
Siegerland Airport,50.707699,8.08297,DE,Burbach,SGE
Hamburg-Finkenwerder Airport,53.5352783203125,9.835556030273438,DE,Hamburg,XFW
Kiel-Holtenau Airport,54.37957,10.145266,DE,Kiel,KEL
Lübeck Blankensee Airport,53.805401,10.7192,DE,Lübeck,LBC
Memmingen Allgau Airport,47.988800048799995,10.2395000458,DE,Memmingen,FMM
Mönchengladbach Airport,51.230278,6.504444,DE,Mönchengladbach,MGL
Paderborn Lippstadt Airport,51.614101,8.61632,DE,Büren,PAD
Weeze Airport,51.6024017334,6.14216995239,DE,Weeze,NRN
Dortmund Airport,51.518299,7.61224,DE,Dortmund,DTM
Augsburg Airport,48.425278,10.931667,DE,Augsburg,AGB
Oberpfaffenhofen Airport,48.081402,11.2831,DE,Weßling,OBF
Friedrichshafen Airport,47.671299,9.51149,DE,Friedrichshafen,FDH
Bamberg-Breitenau Airfield,49.920403,10.914233,DE,Bamberg,
Bayreuth Airport,49.985001,11.64,DE,Bindlach,BYU
Hof-Plauen Airport,50.288544,11.852876,DE,Hof,HOQ
Karlsruhe Baden-Baden Airport,48.7794,8.0805,DE,Rheinmünster,FKB
Donaueschingen-Villingen Airfield,47.973331,8.522222,DE,Donaueschingen,
Lahr Airport,48.369301,7.82772,DE,Lahr/Schwarzwald,LHA
Adolf Würth Airport,49.118332,9.783889,DE,Schwäbisch Hall,
Zerbst Airfield,52.000832,12.148611,DE,Straguth,
Braunschweig-Wolfsburg Airport,52.319199,10.5561,DE,Braunschweig,BWE
Kassel Airport,51.420699,9.392152,DE,Calden,KSF
Westerland Sylt Airport,54.9132,8.34047,DE,Sylt,GWT
Ämari Air Base,59.259599,24.204799,EE,Keila,
Kärdla Airport,58.99079895019531,22.830699920654297,EE,Kärdla,KDL
Kuressaare Airport,58.22990036010742,22.50950050354004,EE,Kuressaare,URE
Pärnu Airport,58.41899871826172,24.47279930114746,EE,Pärnu,EPU
Berenice International Airport / Banas Cape Air Base,23.980437,35.460277,EG,Berenice Troglodytica,EES
Lennart Meri Tallinn Airport,59.413246,24.83264,EE,Tallinn,TLL
Tartu Airport,58.307499,26.690399,EE,Tartu,TAY
Enontekio Airport,68.362602233887,23.424299240112,FI,Enontekio,ENF
Halli Airport,61.856039,24.786686,FI,Jämsä,KEV
Helsinki Vantaa Airport,60.318363,24.963341,FI,Helsinki,HEL
Kitee Airport,62.1661,30.073601,FI,Kitee,KTQ
Ivalo Airport,68.607299804688,27.405300140381,FI,Ivalo,IVL
Joensuu Airport,62.658815,29.619398,FI,Joensuu,JOE
Jyväskylä Airport,62.399502,25.678301,FI,Jyväskylän Maalaiskunta,JYV
Kauhava Airfield,63.127102,23.051399,FI,Kauhava,KAU
Kemi-Tornio Airport,65.778701782227,24.582099914551,FI,Kemi / Tornio,KEM
Kajaani Airport,64.2855,27.6924,FI,Kajaani,KAJ
Kauhajoki Airfield,62.463212,22.390817,FI,,KHJ
Kokkola-Pietarsaari Airport,63.721199,23.143101,FI,Kokkola / Kruunupyy,KOK
Kuusamo Airport,65.987602,29.239401,FI,Kuusamo,KAO
Kittilä Airport,67.700996398926,24.846799850464,FI,Kittilä,KTT
Kuopio Airport,63.007099,27.7978,FI,Kuopio / Siilinjärvi,KUO
Lappeenranta Airport,61.044601,28.144743,FI,Lappeenranta,LPP
Mariehamn Airport,60.1222,19.898199,FI,Mariehamn,MHQ
Mikkeli Airport,61.6866,27.201799,FI,Mikkeli,MIK
Oulu Airport,64.930099,25.354601,FI,Oulu / Oulunsalo,OUL
Pori Airport,61.4617,21.799999,FI,Pori,POR
Helsinki East-Redstone Aerodrome,60.479167,26.593889,FI,Helsinki (Pyhtää),
Rovaniemi Airport,66.564796447754,25.830400466919,FI,Rovaniemi,RVN
Savonlinna Airport,61.9431,28.945101,FI,Savonlinna,SVL
Seinäjoki Airport,62.692101,22.8323,FI,Seinäjoki / Ilmajoki,SJY
Sodankyla Airport,67.3949966431,26.6191005707,FI,Sodankyla,SOT
Tampere-Pirkkala Airport,61.414101,23.604401,FI,Tampere / Pirkkala,TMP
Turku Airport,60.514099,22.2628,FI,Turku,TKU
Utti Air Base,60.8964,26.9384,FI,Utti / Valkeala,UTI
Vaasa Airport,63.050701,21.762199,FI,Vaasa,VAA
Varkaus Airport,62.171101,27.868601,FI,Varkaus / Joroinen,VRK
Ylivieska Airfield,64.054722,24.725278,FI,,YLI
Bilbeis 2 Airfield,30.42060089111328,31.67889976501465,EG,Bilbeis,
Belfast International Airport,54.6575012207,-6.2158298492399995,GB,Belfast,BFS
Enniskillen/St Angelo Airport,54.398899,-7.65167,GB,Enniskillen,ENK
George Best Belfast City Airport,54.618099,-5.8725,GB,Belfast,BHD
City of Derry Airport,55.04280090332031,-7.161109924316406,GB,Derry,LDY
Birmingham Airport,52.453899,-1.74803,GB,"Birmingham, West Midlands",BHX
Coventry Airport,52.3697013855,-1.47971999645,GB,Coventry,CVT
Gloucestershire Airport,51.89419937133789,-2.167220115661621,GB,Staverton,GLO
Nottingham Airport,52.919998,-1.07917,GB,Nottingham,NQT
Manchester Airport,53.349375,-2.279521,GB,"Manchester, Greater Manchester",MAN
Royal Marines Base Chivenor,51.0872,-4.15034,GB,Chivenor,
MoD Boscombe Down,51.152199,-1.74741,GB,Amesbury,
RNAS Culdrose,50.08610153198242,-5.255710124969482,GB,Helston,
MOD St Athan,51.405229,-3.433254,GB,"St Athan, Vale of Glamorgan",
RNAS Yeovilton,51.0093994140625,-2.638819932937622,GB,Yeovil,YEO
Campbeltown Airport,55.437198638916016,-5.686389923095703,GB,Campbeltown,CAL
Eday Airport,59.19060134887695,-2.7722198963165283,GB,Eday,EOI
Haverfordwest Airport,51.833099365234375,-4.9611101150512695,GB,Haverfordwest,HAW
Cardiff International Airport,51.396702,-3.34333,GB,"Rhoose, Vale of Glamorgan",CWL
Swansea Airport,51.601366,-4.071006,GB,Swansea,SWS
Bristol Airport,51.382702,-2.71909,GB,Bristol,BRS
Liverpool John Lennon Airport,53.333599,-2.84972,GB,Liverpool,LPL
London Luton Airport,51.874699,-0.368333,GB,"Luton, Bedfordshire",LTN
Bournemouth Airport,50.780483,-1.839576,GB,"Christchurch, Dorset",BOH
Southampton Airport,50.950298,-1.3568,GB,Southampton,SOU
Lasham Airfield,51.187199,-1.0335,GB,Lasham,
Cornwall Airport Newquay,50.440601,-4.99541,GB,Newquay,NQY
Alderney Airport,49.706104,-2.21472,GG,Saint Anne,ACI
Guernsey Airport,49.435001,-2.60197,GG,Saint Peter Port,GCI
Jersey Airport,49.20790100097656,-2.195509910583496,JE,Saint Helier,JER
Brighton City Airport,50.835602,-0.297222,GB,"Brighton, East Sussex",ESH
London Biggin Hill Airport,51.33079910279999,0.0324999988079,GB,London,BQH
London Gatwick Airport,51.148771,-0.192089,GB,"Gatwick, Surrey",LGW
London City Airport,51.505299,0.055278,GB,London,LCY
Farnborough Airport,51.2757987976,-0.776332974434,GB,Farnborough,FAB
Blackbushe Airport,51.323898,-0.8475,GB,"Camberley, Surrey",BBS
London Heathrow Airport,51.4706,-0.461941,GB,London,LHR
London Southend Airport,51.570562,0.693627,GB,"Southend-on-Sea, Essex",SEN
Lydd London Ashford Airport,50.956246,0.939074,GB,"Romney Marsh, Kent",LYX
Carlisle Lake District Airport,54.9375,-2.80917,GB,Carlisle,CAX
Blackpool International Airport,53.77170181274414,-3.0286099910736084,GB,Blackpool,BLK
Humberside Airport,53.57440185546875,-0.350832998752594,GB,Grimsby,HUY
Barrow Walney Island Airport,54.1286111,-3.2675,GB,Barrow-in-Furness,BWF
Leeds Bradford Airport,53.865898,-1.66057,GB,"Leeds, West Yorkshire",LBA
Warton Aerodrome,53.745098,-2.88306,GB,Warton,WRT
Hawarden Airport,53.178101,-2.97778,GB,Broughton,CEG
Isle of Man Airport,54.083302,-4.62389,IM,Castletown,IOM
Newcastle Airport,55.037958,-1.689577,GB,Newcastle,NCL
Teesside International Airport,54.509201,-1.42941,GB,"Darlington, Durham",MME
East Midlands Airport,52.8311,-1.32806,GB,Nottingham,EMA
RAF Spadeadam,55.0499992371,-2.54999995232,GB,Spadeadam,
RAF Shawbury,52.79819869995117,-2.6680400371551514,GB,Shawbury,
Anglesey Airport,53.2481002808,-4.53533983231,GB,Angelsey,VLY
Kirkwall Airport,58.957801818847656,-2.9049999713897705,GB,Orkney Islands,KOI
Sumburgh Airport,59.87889862060547,-1.295560002326965,GB,Lerwick,LSI
Wick Airport,58.45890045166016,-3.09306001663208,GB,Wick,WIC
Aberdeen Dyce Airport,57.2019,-2.19778,GB,Aberdeen,ABZ
Inverness Airport,57.54249954223633,-4.047500133514404,GB,Inverness,INV
Glasgow International Airport,55.871899,-4.43306,GB,"Paisley, Renfrewshire",GLA
Edinburgh Airport,55.950145,-3.372288,GB,Edinburgh,EDI
Islay Airport,55.682708,-6.257525,GB,"Isle of Islay, Argyll and Bute",ILY
